Id,SalePrice
1461,118106.06419122842
1462,164786.41272511779
1463,180420.31748816976
1464,196171.69469403767
1465,188383.60438157734
1466,172647.3338320224
1467,185055.00978748282
1468,164520.53679482578
1469,191161.84844797754
1470,119831.77777539946
1471,200324.06218243708
1472,95869.40363251552
1473,97172.36797874376
1474,151303.7071872409
1475,122031.53120604884
1476,373528.2029928405
1477,247948.89582968864
1478,279811.1654399448
1479,276230.09862903884
1480,466277.9365009837
1481,336226.1399305532
1482,210275.38132275696
1483,176554.0503800395
1484,164334.7530574689
1485,183591.4274915623
1486,198371.51018016966
1487,323483.16192357766
1488,238057.1759744017
1489,197640.50498208316
1490,228252.70833879025
1491,194720.28970761792
1492,88531.85593103833
1493,186157.38120691277
1494,302260.7398783582
1495,297472.20127553795
1496,230989.5049285202
1497,182526.42756755484
1498,163224.79003796348
1499,162433.97126848204
1500,155027.14182192495
1501,170089.43610793632
1502,149763.1826786661
1503,300018.3935435975
1504,245271.76949071765
1505,228540.47716635486
1506,183075.2020548925
1507,242473.50062687424
1508,198486.28475520742
1509,156141.11778403254
1510,145390.0738778785
1511,148315.20464986574
1512,175027.67174567957
1513,140800.41464293542
1514,166439.94566898324
1515,193413.65772326707
1516,150925.3293190656
1517,170596.8125368138
1518,136386.06379457316
1519,219132.04889449538
1520,130906.7764355857
1521,132074.24638708276
1522,172684.16927858014
1523,112787.36602998537
1524,125419.53096995947
1525,125252.45917662988
1526,118810.16400499729
1527,106605.54431370158
1528,139442.18881415005
1529,145594.511728676
1530,188544.77356982496
1531,99116.73294011156
1532,99196.12508894128
1533,151496.79143024917
1534,123125.98219814595
1535,153261.19104220206
1536,108372.33118986506
1537,68569.61923535868
1538,156246.99756710787
1539,191767.4183161321
1540,92774.48550789717
1541,137603.7339540486
1542,137959.8653772132
1543,202065.6433926021
1544,86330.09346504942
1545,115152.51083216407
1546,130246.4861772114
1547,126729.77498798244
1548,136772.3928313263
1549,116973.46478966968
1550,133043.61927331967
1551,109429.28462836065
1552,135434.76876699805
1553,146374.3671082532
1554,116611.3700701689
1555,165306.99588303594
1556,88252.55848516831
1557,112968.63053163803
1558,97649.0357659906
1559,77084.78854428677
1560,138669.62169351347
1561,138734.27656345733
1562,134344.02858663537
1563,115577.45342296427
1564,164671.05995936232
1565,149854.35125770012
1566,247562.65862980316
1567,75118.95418164418
1568,229492.94825268435
1569,134150.93100972322
1570,139370.23724203435
1571,121753.85757103587
1572,145506.61840351962
1573,246957.20842205625
1574,115538.17613992447
1575,225738.32224214432
1576,239805.76663989743
1577,183416.5359812034
1578,139331.90731090863
1579,145043.53226669395
1580,190770.4221000065
1581,161654.6630810092
1582,126639.1252127496
1583,314705.0726067008
1584,226612.5183290098
1585,140347.06369292265
1586,66130.81443527403
1587,95895.9788496979
1588,149776.51015411658
1589,100353.9972085526
1590,133805.20399446724
1591,98348.71930574304
1592,111656.29137370568
1593,121812.44234953524
1594,137166.79609769807
1595,108345.08660372018
1596,245921.57082661177
1597,196493.3840709315
1598,209152.04004118618
1599,170909.63943608684
1600,164097.73338261902
1601,70507.55009513219
1602,106222.8713493522
1603,83415.61601810384
1604,261197.7570034661
1605,247502.26268993207
1606,179129.4020146432
1607,173587.30961159797
1608,213006.80634439224
1609,188151.59871630397
1610,149014.15947092779
1611,135467.8808482756
1612,171622.21741968073
1613,165564.87920815335
1614,128778.48092473205
1615,92256.33760824497
1616,79353.78759509986
1617,93166.92515056103
1618,125389.73323121027
1619,145644.4220250056
1620,169739.8046042915
1621,138493.5510656852
1622,144604.82108353253
1623,298824.6206201194
1624,219100.2601278918
1625,121330.90030706185
1626,169500.76209876145
1627,188472.46062244655
1628,287329.35217696487
1629,173896.8303538206
1630,353016.38895518554
1631,215614.08997539393
1632,245553.9882681764
1633,168340.99863169744
1634,187837.1666542064
1635,177440.03498666405
1636,154216.4651162491
1637,194744.84288574586
1638,190573.70891650827
1639,180386.43008663735
1640,267837.84004637616
1641,175733.42691120825
1642,233003.05059897984
1643,220991.88262356893
1644,236251.96314156603
1645,196273.5019483494
1646,160451.60636494705
1647,157703.37472315354
1648,130004.32912141825
1649,141694.37172805844
1650,112976.56558949685
1651,124181.99145349028
1652,97986.22153320495
1653,103026.3903322356
1654,147594.82236314166
1655,147394.17162530514
1656,144239.46803236165
1657,147676.78499328427
1658,146907.36868325755
1659,124451.85665417914
1660,152783.86751773537
1661,412165.7639291363
1662,412046.942099166
1663,382150.9240294759
1664,426790.81708032306
1665,305398.21763752657
1666,327474.5126342637
1667,373452.6562723983
1668,335113.42146003357
1669,306061.5415188231
1670,346223.3792394639
1671,263034.163131195
1672,451018.5409239465
1673,290020.16889638174
1674,239971.49585371985
1675,196370.96043226926
1676,194210.83056708405
1677,222123.20740051038
1678,472538.7905371796
1679,389535.7118411844
1680,341227.5849374356
1681,250619.31560115254
1682,311251.41086311295
1683,182463.2269721018
1684,176592.3939787341
1685,176034.8109215043
1686,170479.21746622128
1687,171808.1851939881
1688,193688.70248243836
1689,198070.88372845016
1690,195756.14138046178
1691,185468.30123036233
1692,263594.88856802223
1693,165941.6267266947
1694,182046.9467294536
1695,163181.69532110874
1696,268538.4306524179
1697,166421.69606999293
1698,354669.4032492704
1699,326328.33844163275
1700,247346.2315557463
1701,277524.90176567464
1702,245692.25204207917
1703,252289.0862526271
1704,290682.2666799892
1705,237388.5239552682
1706,420031.93779722054
1707,216533.94967444887
1708,207266.25784522336
1709,277402.0528406973
1710,218524.14566429728
1711,262193.6192120769
1712,263358.9170247788
1713,278491.6126525612
1714,227771.78598353086
1715,201636.3846935066
1716,186492.9938431091
1717,175398.8747322477
1718,136725.0883578325
1719,204895.35295187152
1720,247427.94720426027
1721,167332.60458491478
1722,125980.04888310427
1723,155794.09131881766
1724,211254.20041171764
1725,235756.6902045536
1726,185304.51513755557
1727,159682.18111504035
1728,181203.1421168493
1729,163493.74661554885
1730,161252.5877799733
1731,128175.562714369
1732,124163.9701265754
1733,112907.97328229717
1734,119100.00768799995
1735,132878.01436786848
1736,116813.26083660958
1737,334452.5862184695
1738,240390.78421832074
1739,249369.84733636052
1740,212137.85739425392
1741,190730.41088502438
1742,170423.00164559716
1743,177198.29689904943
1744,332106.6024504899
1745,213273.8381000841
1746,187199.20053338254
1747,210337.70496350838
1748,218416.99651659222
1749,153430.62909238393
1750,129011.35834073607
1751,252243.02329962252
1752,120164.35596835805
1753,145069.60203948678
1754,188396.50634552547
1755,171788.36117359254
1756,134674.7465828353
1757,121166.21681273777
1758,144408.13425319685
1759,162622.22909955858
1760,168540.98442019246
1761,146127.78140393223
1762,172462.64782593664
1763,180467.68709071906
1764,117500.92707167997
1765,166967.04480445242
1766,183168.97679680583
1767,231561.73297816524
1768,143821.5491548462
1769,183615.01351100835
1770,151872.94398839513
1771,125287.71164424767
1772,143670.0864960659
1773,134311.17147436005
1774,147740.87483715627
1775,137563.71903251263
1776,121279.70474924361
1777,110859.99480570752
1778,142977.4778631708
1779,106206.77768924773
1780,173838.60139829735
1781,131212.0371452625
1782,85056.67523799119
1783,145472.84567981007
1784,103658.62247486647
1785,126548.41116145487
1786,139127.09141754784
1787,159977.4385899708
1788,58302.84230454548
1789,102768.77620180025
1790,75910.71485559214
1791,178564.0382997479
1792,157692.94427024934
1793,137759.43173700097
1794,155721.5333121271
1795,136070.22659340495
1796,116769.31225517426
1797,112085.89468915912
1798,119266.19640678188
1799,112555.85151400075
1800,121187.724007632
1801,127526.70833160209
1802,128243.07943797577
1803,145923.3979779534
1804,148060.3577358653
1805,138080.2423926418
1806,129006.8284673497
1807,137981.6782454639
1808,117343.77946864087
1809,120230.25839806412
1810,133844.19592269996
1811,97329.73196450926
1812,97927.94211734684
1813,122822.97569813026
1814,93396.01527183327
1815,55731.676905843735
1816,97234.6251785275
1817,106201.60392634946
1818,141540.58280374162
1819,123487.66259505475
1820,58949.93628601084
1821,109939.76063699383
1822,149452.46363877854
1823,46231.029577563764
1824,135437.56260286094
1825,131468.2417962173
1826,98110.64544972219
1827,101900.20115261603
1828,139445.7055925864
1829,126605.13151750021
1830,138325.56797013362
1831,147076.3887418658
1832,76273.93825954324
1833,135056.74964962114
1834,117701.79456563572
1835,124700.2838355198
1836,126241.17725738727
1837,88552.3175705397
1838,129153.92373150287
1839,94814.72302466696
1840,160357.2740065897
1841,152144.6875371985
1842,85077.75375829937
1843,128827.69610705881
1844,133163.01688003502
1845,142597.75909527097
1846,156255.03604415912
1847,162838.90742941527
1848,54916.23765081147
1849,101876.84688460724
1850,113629.56418450484
1851,155626.51516144
1852,126977.82771008136
1853,133163.63879581823
1854,168504.0466470647
1855,151935.05001793682
1856,226905.61248419137
1857,132584.66123791187
1858,139960.04952410393
1859,119758.5519362536
1860,152599.90435435073
1861,118816.09979268648
1862,347294.37502483086
1863,320791.75238761393
1864,320871.4056261834
1865,335831.441587987
1866,340959.9800973802
1867,235729.98219682887
1868,309157.87799905177
1869,206957.74118177625
1870,232233.21876884002
1871,245547.08909868656
1872,172581.7964783916
1873,244115.89222185087
1874,145960.08728322483
1875,194607.51245384154
1876,196685.22815923012
1877,211184.87231325748
1878,194930.64668552842
1879,127868.60535546526
1880,134780.0239823461
1881,244913.11825279807
1882,258230.91088797917
1883,188690.1728064828
1884,204642.539757233
1885,241580.65847712112
1886,301395.12005023495
1887,210123.4273275285
1888,277622.7396707746
1889,168828.56042567248
1890,120152.4949117441
1891,132517.54076067722
1892,103092.94430073311
1893,131065.34939410347
1894,128574.8044650466
1895,136372.5286935454
1896,129115.4897213277
1897,111325.872741672
1898,114773.04026713246
1899,158670.5005600973
1900,157017.08564803127
1901,169538.06243378934
1902,149957.44873784203
1903,235499.854374407
1904,137632.62117360387
1905,203315.9009761704
1906,149554.25888251787
1907,205211.00755519938
1908,110297.11769754646
1909,134512.5068783437
1910,119692.85822227126
1911,213943.29706829664
1912,351022.7557515737
1913,145357.30404952302
1914,61204.466748425104
1915,307581.12641378806
1916,64294.71876498977
1917,259549.26573357073
1918,142052.79925523253
1919,182754.8685544239
1920,148445.40604856762
1921,407969.9245390956
1922,321592.4380600857
1923,226822.70696373523
1924,245198.98501929778
1925,197526.52195306952
1926,386767.3173652943
1927,136523.20965434893
1928,154432.8016035724
1929,129564.79803624295
1930,131558.65808720316
1931,139794.6436003815
1932,138412.82626170237
1933,178381.1630945506
1934,178397.32649754605
1935,167344.1168374418
1936,186980.0917001506
1937,184190.20057217393
1938,176372.7693990975
1939,243359.61355646464
1940,185684.43167107008
1941,167898.09598932802
1942,188238.19303377985
1943,206422.12417944273
1944,344185.03265481954
1945,384080.37448163587
1946,133763.76369633537
1947,312129.0569190875
1948,167025.8895809429
1949,251554.46828195895
1950,186845.36872307252
1951,257253.5302740727
1952,235857.9615362098
1953,171011.31692893896
1954,187417.8703569693
1955,134460.99779835908
1956,318728.71727055375
1957,155073.09315767512
1958,313632.43129175395
1959,150745.1238532484
1960,115734.33183047919
1961,123238.8624759648
1962,99247.7090991989
1963,107649.71380220023
1964,109803.94293533107
1965,148307.01977771285
1966,140591.30658887955
1967,281033.0381991524
1968,434045.13672649884
1969,393353.33117647434
1970,435115.98792985897
1971,443711.710123431
1972,381633.5678073477
1973,261776.24883219588
1974,327287.70045990986
1975,442809.50373815116
1976,265670.34787091875
1977,349820.6792719137
1978,345913.526325914
1979,326632.8823166061
1980,198025.05358979042
1981,343182.33492810256
1982,221034.10145997666
1983,201546.0737952168
1984,170263.93448547376
1985,221421.93763157495
1986,210447.60030039935
1987,180360.18109968616
1988,176648.08251762096
1989,196578.2123119491
1990,210531.0694569776
1991,235170.78102768262
1992,209413.96582099533
1993,170747.9555470683
1994,230282.47674543064
1995,183596.07902628934
1996,249376.72990392023
1997,319173.1032658419
1998,319713.1478985644
1999,258242.06538908553
2000,317620.8507116829
2001,273479.10626937234
2002,243552.56409458708
2003,260981.9878586016
2004,275196.1693056001
2005,225457.33714125137
2006,222642.31600239323
2007,257086.83825596745
2008,211718.72175605292
2009,196813.779356053
2010,196819.1100213091
2011,138375.92315864138
2012,174701.55666273896
2013,175837.13239810948
2014,185654.538310564
2015,201117.66468203822
2016,190948.09832229727
2017,191890.7415917258
2018,121101.23678569456
2019,133312.79710044045
2020,109982.34958151182
2021,104550.86118309795
2022,189298.3679419965
2023,148425.4151901717
2024,256009.78893334983
2025,364638.79263878637
2026,170722.64917836498
2027,156614.82519698713
2028,152586.9661201963
2029,162861.7583054082
2030,278504.05845848244
2031,237180.23698828375
2032,254491.20574148337
2033,268986.21828229894
2034,167105.43787951733
2035,208390.72847030766
2036,199127.57120441474
2037,203360.63558884806
2038,315259.9522054182
2039,213705.5709333138
2040,276318.8737130356
2041,316583.91079539
2042,204252.2020963093
2043,172013.38525552995
2044,155938.96616276496
2045,225309.28575893142
2046,147283.7266533445
2047,141227.03996636975
2048,141730.68848850552
2049,145507.29273419204
2050,179263.878726189
2051,99139.01777063732
2052,121377.19542168699
2053,150699.65843560552
2054,90341.15801533755
2055,156290.7701012272
2056,146053.94239320644
2057,116725.23800881815
2058,221312.81406769558
2059,134629.0420193134
2060,171294.37222718023
2061,178796.58066979257
2062,130878.39051386468
2063,115945.00041975112
2064,138973.7081809292
2065,119770.66885488121
2066,166382.89152880266
2067,101553.66682062246
2068,150736.58807058734
2069,86201.86251389295
2070,116526.66762951623
2071,95236.35934448607
2072,140789.2312259874
2073,137805.45576089917
2074,193922.80296298963
2075,145180.6887508936
2076,116676.03687521392
2077,150475.05290232378
2078,123161.96598969068
2079,133485.13196177958
2080,117467.75626447225
2081,125689.39931867
2082,118412.56454261015
2083,144472.51528336105
2084,109687.62789710972
2085,116536.81108885376
2086,104598.15745769328
2087,121259.2694038826
2088,95557.0302996321
2089,75183.86338023473
2090,133861.75964791258
2091,116743.02557969996
2092,118104.82745281832
2093,119240.94114783169
2094,116226.33266808538
2095,149132.49576327202
2096,79865.48805043341
2097,99806.44841271649
2098,141393.92015009315
2099,57459.981646668435
2100,76426.41075873832
2101,116936.67676420178
2102,126460.55552141844
2103,99734.0529607034
2104,139560.66676806717
2105,125763.92072361927
2106,68425.11837736332
2107,210478.23316154483
2108,112903.80466988139
2109,106254.57184014282
2110,137534.46858842092
2111,143037.8305590262
2112,139259.77708610182
2113,121247.24750520018
2114,117374.82890545634
2115,166532.8442819479
2116,119904.39811033246
2117,149637.77806294992
2118,126980.62557838236
2119,115814.19010991647
2120,110415.99268450285
2121,112820.0709747361
2122,114381.47119640834
2123,82429.64028241036
2124,160693.95929751615
2125,121215.90833273368
2126,147396.47193877434
2127,157507.25077356797
2128,131699.43280054932
2129,96526.20785234543
2130,130206.1582852647
2131,136056.45985669908
2132,118962.93464260423
2133,125101.15832332714
2134,116890.45717247436
2135,91523.48823610638
2136,79206.64931043095
2137,104840.43665128447
2138,130878.5557597173
2139,150916.9454721064
2140,143604.85790153212
2141,151851.73609208927
2142,120889.40510234698
2143,144337.42490453762
2144,116473.78684091232
2145,138762.50190511468
2146,167848.2651936683
2147,130801.3147283877
2148,138484.3421446769
2149,148811.10955305435
2150,232914.31134011596
2151,114927.1429277299
2152,167464.52024391977
2153,162263.3745770503
2154,105764.05154901443
2155,141238.2186457039
2156,247546.04099477947
2157,239979.93924214834
2158,228821.88536620617
2159,208047.12362568034
2160,182552.13065870196
2161,240607.5729252554
2162,397036.66424628795
2163,347739.08301522455
2164,243091.90641020366
2165,198532.45386809617
2166,153049.20120691363
2167,218651.63470971692
2168,193504.6634438204
2169,192575.2587429998
2170,217186.59768555113
2171,154357.265599998
2172,129866.2911368923
2173,164594.16106813052
2174,229623.07592748932
2175,304851.46200528595
2176,310868.1772634953
2177,235662.26451816113
2178,213590.45773390922
2179,139652.3045640824
2180,219951.2988868341
2181,188612.82103106435
2182,221416.3779066631
2183,190355.92925305766
2184,117786.14777996465
2185,123057.67833067777
2186,147550.47873930127
2187,150546.99121237965
2188,154308.5786978694
2189,277575.3732809884
2190,79917.25865033886
2191,82062.25259591451
2192,92067.47226723658
2193,106274.285199189
2194,98657.01933774848
2195,110439.68029405255
2196,99405.62892156378
2197,118508.8323967423
2198,161612.93580258777
2199,198838.94036657544
2200,143370.1389752793
2201,147695.2775458128
2202,205791.2223092711
2203,132507.2278352551
2204,177577.00587526194
2205,115497.80608225556
2206,132085.9313915062
2207,200223.21407088562
2208,268653.38028297597
2209,218013.95719995996
2210,116392.56242288226
2211,118154.16126540575
2212,114433.44550375472
2213,104626.76070949077
2214,123885.5682471064
2215,99828.36166043788
2216,140956.8965680611
2217,66966.41568014529
2218,73711.67875346153
2219,69403.29060517362
2220,72089.21894855457
2221,307581.12641378806
2222,266344.95915659115
2223,294207.3058658619
2224,211320.32683712346
2225,124926.70163428399
2226,185326.36472628947
2227,202204.23577130033
2228,262836.26818892173
2229,252588.10906706093
2230,148369.34305998255
2231,209111.13133156215
2232,181510.0687848522
2233,185493.20586767804
2234,240605.22304639776
2235,215358.70592226414
2236,275760.4268711461
2237,336456.6180565257
2238,213089.91031202496
2239,112237.7754938051
2240,158293.2051663719
2241,151761.25075245014
2242,125457.89485047695
2243,125446.6009954242
2244,109573.80261346827
2245,99794.70236347594
2246,145734.37919881556
2247,115468.54236903891
2248,124427.39812543927
2249,122871.88953866574
2250,131573.64529606747
2251,99316.02568807146
2252,174744.02157726433
2253,149311.65808340258
2254,170148.0803358713
2255,186546.77634040892
2256,180329.80944747187
2257,207623.2266394342
2258,163288.8700800411
2259,174952.86454719427
2260,162667.18012089038
2261,182079.96314652654
2262,206672.62138125696
2263,367327.02164414694
2264,430539.7010522417
2265,164238.68694339544
2266,303973.70988890046
2267,361766.9089859218
2268,400863.106591781
2269,148329.88410547178
2270,192214.5988830035
2271,225151.4791030408
2272,194235.415194179
